eventID,PrecipitatingEvent,UnsafeManeuverType,FrameCount,FrameRate,EventStartFrame,EventEndFrame,VideoStart,VideoEnd,TimeseriesBegin,TimeseriesEnd,Dataset
151603399,Other vehicle ahead - slowed and stopped 2 seconds or less,4,450,15,304,361,2,451,2535100,2564900,train
150714394,Other vehicle lane change - right in front of subject,2,447,15,309,352,5,451,3898600,3928200,validation
151859617,Other vehicle ahead - stopped on roadway more than 2 seconds,4,445,15,312,393,7,451,214500,243900,train
151864828,Other vehicle ahead - decelerating,4,444,15,315,374,8,451,1961500,1990900,train
151864860,Other vehicle ahead - decelerating,4,448,15,307,367,4,451,336200,365900,train
150717115,Other vehicle entering intersection - straight across path,3,440,15,321,358,11,450,281800,310900,train
151864731,Other vehicle ahead - decelerating,4,445,15,314,355,7,451,157500,187000,train
151859862,Other vehicle ahead - decelerating,4,447,15,308,397,5,451,268300,297900,train
144937382,Other vehicle ahead - decelerating,4,440,15,324,379,12,451,474800,503900,train
142644774,Subject over right edge of road,5,445,15,312,398,6,450,13500,42900,train
150780906,Subject in intersection - turning right,1,446,15,311,447,6,451,474400,503900,train
151878829,Subject in intersection - turning right,1,442,15,319,373,10,451,347600,376900,train
151859981,Other vehicle ahead - decelerating,4,444,15,316,405,8,451,811500,840900,train
150717133,Other vehicle from parallel/diagonal parking lane,3,442,15,318,360,9,450,314700,343900,train
151609040,Other vehicle ahead - decelerating,4,439,15,326,408,13,451,479900,508900,train
151607775,Pedestrian in roadway,9,449,15,302,347,2,450,284800,314500,train
144804951,Other vehicle entering intersection - turning onto opposite direction,3,447,15,309,370,5,451,372300,401900,train
150780310,"Other vehicle lane change - left, sideswipe threat",2,449,15,299,363,0,448,166100,195800,train
151609723,Animal in roadway,9,446,15,311,360,6,451,83400,112900,test
151600661,Subject in intersection - turning left,1,448,15,308,376,4,451,234300,263900,test
151859963,Other vehicle ahead - decelerating,4,439,15,288,367,0,438,608400,637500,train
151607148,Subject in intersection - passing through,7,449,15,302,346,2,450,562100,591800,train
145435309,Pedestrian in roadway,9,437,15,328,401,14,450,182000,210900,train
150714372,Animal approaching roadway,9,441,15,318,330,9,449,391900,421100,train
151570854,Other vehicle ahead - decelerating,4,443,15,314,383,8,450,774600,803900,train
143043188,Other vehicle ahead - decelerating,4,450,15,304,367,2,451,348100,377900,train
150717132,Other vehicle entering intersection - turning same direction,3,448,15,308,336,4,451,1333300,1362900,train
151859919,Subject in intersection - turning left,1,448,15,308,329,4,451,419300,449000,validation
143975380,Subject over right edge of road,5,259,15,183,249,38,296,5800,22800,validation
151859553,Other vehicle ahead - stopped on roadway more than 2 seconds,4,444,15,315,387,8,451,428600,458000,train
151878879,Other vehicle ahead - decelerating,4,446,15,312,380,6,451,1097300,1126900,train
142049714,Subject over right edge of road,5,450,15,304,363,2,451,1370200,1400000,train
151607774,Other vehicle ahead - slowed and stopped 2 seconds or less,4,448,15,306,405,4,451,692200,721900,test
151859375,Other vehicle lane change - left in front of subject,2,441,15,318,344,10,450,2243700,2272900,validation
151859878,Other vehicle ahead - decelerating,4,446,15,311,445,6,451,1542500,1572000,train
151859848,Subject in intersection - turning left,1,449,15,299,352,0,448,779100,808800,train
151856668,Animal in roadway,9,448,15,307,350,4,451,276300,306000,train
151859876,Other vehicle ahead - stopped on roadway more than 2 seconds,4,446,15,312,398,6,451,203300,232900,train
151878940,Other vehicle lane change - right in front of subject,2,439,15,324,364,12,450,517800,546900,train
36948421,Subject over right edge of road,5,445,15,294,347,0,444,175400,204800,validation
151581846,Other vehicle ahead - decelerating,4,440,15,323,383,11,450,1656800,1685900,train
148888570,Other vehicle ahead - decelerating,4,437,15,327,387,14,450,591900,620800,train
151607574,Other vehicle ahead - decelerating,4,449,15,306,379,3,451,665100,694900,train
151611070,Other vehicle ahead - decelerating,4,447,15,304,370,3,449,789200,818800,train
151598528,"Other vehicle lane change - left, sideswipe threat",2,438,15,327,358,14,451,3750900,3779900,train
151568739,Subject over right edge of road,5,254,15,214,285,56,309,5800,22500,train
151609335,Subject over right edge of road,5,442,15,316,433,9,450,988600,1017900,train
142017683,Other vehicle entering intersection - turning same direction,3,436,15,328,400,14,449,378000,406900,train
151864574,Other vehicle entering intersection - turning onto opposite direction,3,449,15,306,350,3,451,2613300,2643000,train
151603238,Other vehicle - backing,3,441,15,321,361,11,451,25700,54900,train
150714392,Other vehicle entering intersection - turning same direction,3,440,15,322,382,11,450,181800,210900,validation
151609113,Other vehicle ahead - decelerating,4,441,15,322,369,11,451,76800,105900,train
151569059,Other vehicle ahead - decelerating,4,446,15,309,391,5,450,521300,550900,train
151859840,Other vehicle ahead - decelerating,4,441,15,322,418,11,451,761700,790900,train
151859468,Subject lane change - left behind vehicle,0,444,15,315,354,8,451,530500,559900,train
150714476,Pedestrian in roadway,9,438,15,327,359,14,451,612000,641000,validation
151582990,Other vehicle lane change - right in front of subject,2,450,15,304,350,2,451,6669100,6698900,train
151586572,"Subject lane change - left, sideswipe threat",0,442,15,318,364,10,451,5226700,5255900,validation
8093663,Subject in intersection - passing through,7,448,15,303,391,2,449,3204200,3233900,train
151568714,Other vehicle lane change - left in front of subject,2,441,15,321,362,10,450,589700,618900,train
150882820,Other vehicle entering intersection - turning onto opposite direction,3,441,15,322,392,11,451,11700,40900,validation
151568956,Object in roadway,9,442,15,320,377,10,451,1000600,1029900,train
151600327,Other vehicle entering intersection - left turn across path,3,447,15,308,353,4,450,175400,204900,validation
143062576,Other vehicle lane change - right in front of subject,2,440,15,324,397,12,451,429800,458900,train
151605341,Other vehicle ahead - decelerating,4,436,15,330,421,15,450,4857000,4885900,train
150714795,Other vehicle ahead - stopped on roadway more than 2 seconds,4,441,15,321,380,11,451,421800,451000,train
151569277,Other vehicle lane change - right in front of subject,2,450,15,303,358,2,451,1771100,1800900,train
142351441,Subject over right edge of road,5,450,15,299,321,0,449,168100,197900,test
151568609,Other vehicle ahead - slowed and stopped 2 seconds or less,4,448,15,305,370,3,450,1313300,1342900,train
151863133,Other vehicle ahead - slowed and stopped 2 seconds or less,4,439,15,325,368,13,451,502800,531900,validation
151587469,"Other vehicle lane change - left, sideswipe threat",2,446,15,312,341,6,451,159400,188900,train
151607760,Subject vehicle ahead - decelerating,8,450,15,302,355,1,450,1095100,1124900,train
151598167,Other vehicle entering intersection - turning same direction,3,443,15,317,393,9,451,345000,374400,train
151549094,Other vehicle lane change - right in front of subject,2,451,15,300,403,0,450,990100,1019900,test
151610552,Other vehicle ahead - decelerating,4,444,15,316,379,8,451,352600,382000,train
151598166,Animal approaching roadway,9,441,15,320,345,10,450,117700,146900,train
151862000,Other vehicle ahead - decelerating,4,442,15,321,367,10,451,294700,323900,test
142049762,Subject vehicle - end departure,5,449,15,303,383,2,450,225200,254900,test
151567140,Subject over right edge of road,5,437,15,329,411,15,451,1279900,1308900,train
142351425,Other vehicle entering intersection - turning onto opposite direction,3,447,15,305,347,3,449,990300,1019900,train
151859983,Subject lane change - left in front of vehicle,0,445,15,314,379,7,451,2174400,2203900,train
151865117,Other vehicle lane change - right in front of subject,2,437,15,329,359,15,451,2146900,2175900,train
151865125,Subject vehicle ahead - decelerating,8,449,15,303,346,2,450,2180100,2209800,train
151589519,Pedestrian in roadway,9,439,15,326,394,13,451,68800,97900,test
151607858,Other vehicle ahead - slowed and stopped 2 seconds or less,4,440,15,323,382,12,451,20700,49900,train
151859844,Other vehicle ahead - slowed and stopped 2 seconds or less,4,443,15,315,376,8,450,382600,411900,train
151859776,Other vehicle ahead - decelerating,4,447,15,308,405,5,451,1231200,1260800,train
151856723,Object in roadway,9,446,15,312,346,6,451,208300,237900,train
143043199,This vehicle lost control - excessive speed,6,442,15,317,375,9,450,460700,489900,test
143083689,This vehicle lost control - excessive speed,6,448,15,306,400,3,450,253300,282900,test
147532254,Subject over right edge of road,5,440,15,323,379,12,451,170800,200000,train
151863132,Animal approaching roadway,9,448,15,307,365,4,451,217300,247000,train
143083787,Pedestrian in roadway,9,440,15,324,365,12,451,4693800,4723000,train
150717161,Other vehicle - backing,3,439,15,324,382,12,450,814900,843900,train
142121000,Subject over right edge of road,5,444,15,312,414,6,449,108500,137900,train
150717131,Subject in intersection - passing through,7,445,15,311,384,6,450,10500,39900,validation
151609112,Pedestrian in roadway,9,438,15,328,361,14,451,540900,569900,train
151607771,Other vehicle ahead - decelerating,4,449,15,303,409,2,450,2757200,2786900,train
143159436,Other vehicle entering intersection - turning same direction,3,442,15,320,414,10,451,566700,596000,train
151603442,Other vehicle ahead - decelerating,4,448,15,308,378,4,451,882500,912200,validation
151859860,Other vehicle ahead - slowed and stopped 2 seconds or less,4,448,15,305,377,3,450,708300,738000,train
150882103,Other vehicle entering intersection - left turn across path,3,449,15,300,369,1,449,912200,941900,train
151598175,Other vehicle ahead - decelerating,4,450,15,301,355,1,450,697100,726900,train
151856768,Animal in roadway,9,440,15,324,369,12,451,139800,169000,train
143083697,Subject over left lane line,1,443,15,316,400,8,450,890500,919900,train
150714418,Subject in intersection - turning left,1,439,15,324,370,12,450,328800,357900,train
60631692,Other vehicle lane change - right in front of subject,2,448,15,305,442,3,450,4756300,4785900,validation
142018528,Other vehicle entering intersection - turning onto opposite direction,3,449,15,302,352,1,449,780200,809900,train
151854773,Other vehicle ahead - decelerating,4,449,15,303,373,2,450,1075100,1104800,test
151856556,Other vehicle ahead - stopped on roadway more than 2 seconds,4,447,15,308,392,5,451,1334300,1363900,train
151568504,Other vehicle lane change - left in front of subject,2,441,15,319,355,10,450,775600,804800,train
143062672,Other vehicle ahead - stopped on roadway more than 2 seconds,4,444,15,314,388,8,451,695500,724900,train
142049711,Other vehicle ahead - decelerating,4,437,15,324,385,13,449,910100,939000,validation
60631632,"Other vehicle lane change - left, sideswipe threat",2,448,15,302,340,2,449,1453200,1482900,train
151856520,Other vehicle ahead - stopped on roadway more than 2 seconds,4,445,15,311,416,6,450,317400,346800,train
151570576,Animal in roadway,9,450,15,304,375,2,451,1023200,1053000,train
143062702,Pedalcyclist/other non-motorist in roadway,9,323,15,283,343,56,378,5800,27100,train
143062645,Other vehicle lane change - right in front of subject,2,437,15,325,350,13,449,2857900,2886900,train
151589510,Other vehicle from entrance to limited access highway,2,439,15,326,419,13,451,1082800,1111900,train
151859838,Subject in intersection - turning left,1,439,15,325,383,12,450,920800,949900,test
151864605,Other vehicle lane change - right in front of subject,2,443,15,317,355,9,451,1237600,1266900,train
142050052,Subject over right edge of road,5,369,15,328,443,56,424,5800,30100,validation
143083783,Other vehicle entering intersection - turning same direction,3,446,15,309,403,5,450,54300,83800,train
145435342,Other vehicle ahead - decelerating,4,447,15,306,383,3,449,64300,93900,train
151569178,Other vehicle lane change - right in front of subject,2,449,15,303,378,2,450,204200,233900,validation
142049938,Subject over right edge of road,5,445,15,309,400,5,449,668400,697800,train
151568731,Other vehicle ahead - at a slower constant speed,4,430,15,278,357,0,429,1107100,1135600,train
143062580,"Other vehicle lane change - left, sideswipe threat",2,441,15,321,365,11,451,407700,436900,test
151582651,Other vehicle lane change - right in front of subject,2,449,15,306,389,3,451,1601200,1631000,train
151861967,Subject in intersection - turning left,1,441,15,320,385,10,450,48000,77200,train
151568804,Other vehicle ahead - decelerating,4,438,15,287,421,0,437,574800,603700,train
151860006,Other vehicle lane change - right in front of subject,2,444,15,313,358,7,450,115500,144900,train
151351630,Subject over right edge of road,5,446,15,306,438,4,449,395400,424900,train
142050910,Subject over right edge of road,5,445,15,312,357,6,450,165500,194900,train
150883904,Subject over right edge of road,5,445,15,311,370,6,450,2094400,2123900,validation
151352247,Subject over right edge of road,5,449,15,300,374,1,449,731200,760900,train
151573816,Other vehicle ahead - decelerating,4,449,15,298,397,0,448,1327100,1356800,train
151864627,Other vehicle ahead - decelerating,4,438,15,326,376,13,450,1051900,1080900,train
151603398,"Other vehicle lane change - right, sideswipe threat",2,440,15,324,365,12,451,754800,783900,test
151607850,Other vehicle entering intersection - straight across path,3,450,15,303,355,2,451,273100,302900,train
151568985,Other vehicle oncoming - over left line,2,449,15,300,373,1,449,151900,181600,train
143062651,Subject over left edge of road,5,439,15,322,363,11,449,1203800,1232900,validation
151859923,Other vehicle ahead - decelerating,4,448,15,307,400,4,451,1439300,1468900,train
151609111,Other vehicle ahead - decelerating,4,438,15,328,377,14,451,482900,511900,train
145435257,"Other vehicle lane change - left, sideswipe threat",2,447,15,307,371,4,450,494400,524000,train
151568987,Other vehicle lane change - right in front of subject,2,451,15,300,354,0,450,619900,649800,validation
151568957,Subject over right edge of road,5,437,15,329,403,15,451,198000,226900,test
151603230,Other vehicle entering intersection - turning onto opposite direction,3,373,15,487,496,72,444,110800,135500,train
151859903,Other vehicle ahead - decelerating,4,448,15,306,347,4,451,432300,462000,train
150717203,"Other vehicle lane change - left, sideswipe threat",2,440,15,325,381,12,451,1144800,1173900,test
151859773,Other vehicle ahead - decelerating,4,450,15,301,384,1,450,2217100,2246900,train
150714437,Other vehicle ahead - slowed and stopped 2 seconds or less,4,449,15,303,370,2,450,752200,781900,train
142030151,Other vehicle lane change - right in front of subject,2,448,15,306,443,3,450,6149300,6178900,train
151864612,Other vehicle entering intersection - turning onto opposite direction,3,441,15,321,366,11,451,483800,513000,train
151605345,Subject in intersection - turning left,1,446,15,311,344,6,451,282400,311900,train
151548957,Subject over right edge of road,5,443,15,315,375,8,450,640600,669900,train
151859965,Other vehicle lane change - right in front of subject,2,439,15,326,380,13,451,1421900,1450900,train
148829083,Other vehicle ahead - decelerating,4,440,15,289,381,0,439,510400,539500,train
143391074,Subject over right edge of road,5,447,15,308,360,4,450,698400,728000,train
151609731,Subject over left edge of road,5,441,15,321,378,11,451,151700,180900,train
150714462,Other vehicle lane change - right in front of subject,2,444,15,316,353,8,451,603500,632900,train
150717054,Other vehicle ahead - slowed and stopped 2 seconds or less,4,449,15,304,382,2,450,966200,995900,train
151864587,Other vehicle ahead - decelerating,4,439,15,324,370,12,450,1718800,1747900,train
151578958,Other vehicle ahead - decelerating,4,437,15,327,432,14,450,922900,951900,train
151607140,Subject in intersection - turning right,1,444,15,313,396,7,450,106500,135900,train
151605343,Other vehicle ahead - decelerating,4,447,15,309,369,5,451,266400,296000,train
151859905,Other vehicle entering intersection - turning same direction,3,440,15,322,375,11,450,1318700,1347900,train
151863134,Other vehicle ahead - slowed and stopped 2 seconds or less,4,451,15,301,358,1,451,164100,193900,train
151570581,Other vehicle lane change - right in front of subject,2,449,15,305,385,3,451,670200,699900,train
151609339,Other vehicle ahead - stopped on roadway more than 2 seconds,4,443,15,315,372,8,450,660600,689900,train
151573872,Other vehicle lane change - right in front of subject,2,449,15,303,357,2,450,395200,424900,train
151878912,Other vehicle ahead - decelerating,4,449,15,301,355,1,449,1350100,1379800,test
151570711,Other vehicle ahead - decelerating,4,447,15,307,381,4,450,1190300,1219900,test
151865025,Subject over right edge of road,5,448,15,308,379,4,451,1134300,1163900,test
150780373,Animal in roadway,9,445,15,314,354,7,451,1301600,1331000,train
142049765,Subject over right edge of road,5,450,15,301,423,1,450,470100,499900,train
151609100,Animal approaching roadway,9,439,15,326,342,13,451,3012900,3041900,train
151553373,Subject vehicle backing,7,348,15,310,407,57,404,5800,28800,train
142294647,Animal in roadway,9,446,15,294,320,0,445,827600,857200,train
151605349,"Subject vehicle, other",4,441,15,322,420,11,451,217700,246900,validation
151864578,Other vehicle - traveling in opposite direction,2,450,15,301,335,1,450,164200,193900,train
151856726,Subject over right edge of road,5,440,15,324,382,12,451,1026800,1056000,train
151865023,Subject over right edge of road,5,440,15,322,396,11,450,42800,71900,train
151862645,Subject over left edge of road,5,442,15,320,364,10,451,624700,654000,train
143062663,Subject over right edge of road,5,448,15,305,408,3,450,874300,903900,train
151352031,Subject vehicle - end departure,5,449,15,303,407,2,450,873200,902900,test
143141153,Subject in intersection - turning left,1,439,15,325,389,13,451,363900,393000,train
151607846,Other vehicle ahead - slowed and stopped 2 seconds or less,4,449,15,303,392,2,450,1220200,1249900,train
151569058,Other vehicle lane change - right in front of subject,2,449,15,303,380,2,450,485200,514900,validation
142030102,Other vehicle entering intersection - left turn across path,3,445,15,312,343,6,450,4828500,4857900,train
151590957,Other vehicle ahead - decelerating,4,429,15,277,336,0,428,747000,775400,train
151569191,Other vehicle lane change - right in front of subject,2,449,15,303,388,2,450,978200,1007900,train
144428478,Other vehicle - traveling in opposite direction,2,439,15,326,378,13,451,558800,587900,train
151603231,Other vehicle ahead - stopped on roadway more than 2 seconds,4,443,15,292,359,0,442,741200,770600,train
151859388,"Subject lane change - right, sideswipe threat",0,443,15,317,346,9,451,358600,387900,train
151859444,Other vehicle lane change - right in front of subject,2,443,15,315,380,8,450,1391600,1420900,train
151856690,Other vehicle - traveling in opposite direction,0,450,15,302,346,1,450,4923100,4952900,train
151573888,"Subject lane change - left, sideswipe threat",0,439,15,323,353,12,450,514900,543900,train
144585536,"Other vehicle lane change - left, sideswipe threat",2,438,15,328,423,14,451,2817900,2846900,train
151568885,Other vehicle from entrance to limited access highway,2,441,15,320,397,10,450,580700,609900,train
143156124,Other vehicle entering intersection - turning same direction,3,449,15,305,350,3,451,875100,904900,train
151864965,Other vehicle ahead - slowed and stopped 2 seconds or less,4,440,15,323,389,12,451,889800,919000,train
143391070,Subject vehicle backing,7,451,15,439,663,135,585,704100,734000,train
151603449,Subject vehicle ahead - decelerating,8,440,15,324,340,12,451,598700,627900,train
151550371,Subject over right edge of road,5,446,15,310,443,5,450,324300,353900,train
151568833,Subject over right edge of road,5,441,15,320,362,10,450,254700,283900,train
151859384,Other vehicle ahead - decelerating,4,447,15,310,325,5,451,418300,447900,train
151607843,Other vehicle ahead - slowed and stopped 2 seconds or less,4,446,15,312,374,6,451,704500,734000,train
35257214,Subject vehicle ahead - slowed and stopped 2 seconds or less,8,442,15,317,366,9,450,1218600,1247900,test
151609331,Subject in intersection - passing through,7,432,15,280,336,0,431,1791000,1819600,train
151859413,Other vehicle ahead - slowed and stopped 2 seconds or less,4,439,15,324,393,12,450,1445800,1474900,train
143277511,Other vehicle lane change - right in front of subject,2,450,15,298,349,0,449,3371000,3400800,validation
151609041,Other vehicle entering intersection - left turn across path,3,447,15,307,346,4,450,127300,156900,test
151859822,Other vehicle ahead - decelerating,4,447,15,306,391,4,450,1386700,1416300,train
151607769,Other vehicle ahead - decelerating,4,438,15,326,398,13,450,1583900,1612900,validation
143062575,Subject over right edge of road,5,441,15,320,356,10,450,481700,510900,train
151579951,"Other vehicle lane change - right, sideswipe threat",2,442,15,319,362,10,451,304600,333900,train
151859399,Other vehicle ahead - decelerating,4,438,15,326,427,13,450,4666900,4695900,train
150780955,Other vehicle entering intersection - turning same direction,3,441,15,319,346,10,450,201700,230900,test
142010410,Pedestrian in roadway,9,443,15,316,404,8,450,371600,400900,train
151859970,Other vehicle ahead - decelerating,4,441,15,321,405,11,451,629700,658900,train
151573793,Other vehicle ahead - decelerating,4,446,15,313,390,6,451,1275400,1305000,train
151607575,Other vehicle ahead - slowed and stopped 2 seconds or less,4,443,15,318,343,9,451,365600,395000,train
151570560,Other vehicle ahead - slowed and stopped 2 seconds or less,4,440,15,322,415,11,450,714700,743900,train
151596588,Other vehicle ahead - slowed and stopped 2 seconds or less,4,442,15,319,353,10,451,1066600,1095900,validation
151606790,"Subject vehicle, other",1,438,15,326,430,13,450,1988900,2017900,test
151864793,Other vehicle ahead - decelerating,4,449,15,301,343,1,449,282100,311800,train
151607577,Other vehicle ahead - stopped on roadway more than 2 seconds,4,449,15,304,385,3,451,730200,759900,train
151607768,Other vehicle ahead - slowed and stopped 2 seconds or less,4,442,15,318,387,9,450,262600,291900,train
151096365,Other vehicle lane change - left in front of subject,2,434,15,283,349,0,433,659100,687900,train
151609102,Other vehicle lane change - right in front of subject,2,445,15,314,351,7,451,222700,252200,validation
150882802,Other vehicle ahead - decelerating,4,447,15,309,409,5,451,491400,521000,train
151553242,Subject vehicle ahead - decelerating,8,439,15,327,408,13,451,219900,249000,train
151865087,Subject over left edge of road,5,448,15,306,422,4,451,2002300,2031900,train
151607637,Other vehicle - backing,8,444,15,314,362,7,450,309500,338900,train
145435312,Other vehicle - backing,3,449,15,306,356,3,451,1154200,1183900,train
151553243,Subject vehicle backing,7,437,15,329,413,15,451,335900,364800,train
146089221,Other vehicle entering intersection - turning onto opposite direction,3,449,15,302,375,2,450,1621100,1650800,train
151866551,Other vehicle ahead - stopped on roadway more than 2 seconds,4,447,15,307,416,4,450,129200,158800,train
151605355,Other vehicle entering intersection - turning same direction,3,440,15,322,387,11,450,312800,342000,train
151859941,Other vehicle entering intersection - turning onto opposite direction,3,448,15,307,373,4,451,606300,635900,train
151859799,Other vehicle ahead - decelerating,4,440,15,324,400,12,451,1302800,1332000,test
151859829,Other vehicle ahead - decelerating,4,447,15,308,425,4,450,310300,339800,train
151569032,Subject over right edge of road,5,450,15,299,364,0,449,35000,64800,train
151607639,Other vehicle ahead - slowed and stopped 2 seconds or less,4,447,15,309,355,5,451,212300,241900,test
151854767,Subject over right edge of road,5,447,15,309,390,5,451,2738400,2768000,validation
151859934,Subject in intersection - turning right,1,442,15,318,394,9,450,62600,91900,validation
151859995,Subject in intersection - passing through,7,450,15,303,347,2,451,744100,773900,test
151551630,Subject over left edge of road,5,444,15,316,346,8,451,83600,113000,train
151863126,Subject over right edge of road,5,444,15,316,372,8,451,75400,104800,train
150717124,Pedestrian in roadway,9,438,15,326,440,13,450,592900,621900,train
151609047,Other vehicle ahead - decelerating,4,450,15,304,385,2,451,343100,372900,test
151859765,Subject in intersection - turning left,1,443,15,318,406,9,451,2406600,2435900,train
150715533,Other vehicle ahead - decelerating,4,450,15,302,334,1,450,1048100,1077900,train
143391093,Subject over right edge of road,5,408,15,388,435,43,450,72000,98900,train
143567949,Other vehicle ahead - decelerating,4,443,15,291,384,0,442,1707500,1736800,train
151568983,Subject over right edge of road,5,438,15,328,383,14,451,333900,362900,train
151569004,Subject over right lane line,0,449,15,301,368,1,449,2075100,2104800,train
151859881,Subject in intersection - turning right,1,327,15,287,328,56,382,5800,27400,train
36841176,"Subject lane change - right, sideswipe threat",0,447,15,305,376,3,449,39300,68900,train
151098018,Other vehicle entering intersection - straight across path,3,442,15,317,347,9,450,34700,63900,train
151878878,Other vehicle ahead - slowed and stopped 2 seconds or less,4,440,15,322,354,11,450,1462700,1491900,test
151589621,Other vehicle entering intersection - left turn across path,3,447,15,307,371,4,450,45300,74900,validation
151586570,Other vehicle lane change - left in front of subject,2,449,15,305,347,3,451,143200,172900,train
151607579,Other vehicle ahead - decelerating,4,438,15,325,382,13,450,509900,538900,train
151091145,Pedalcyclist/other non-motorist in roadway,9,449,15,304,334,3,451,369200,398900,train
151568934,Other vehicle ahead - decelerating,4,440,15,324,382,12,451,530800,559900,validation
151610512,Pedestrian in roadway,9,449,15,300,348,1,449,592100,621800,train
150881260,Animal in roadway,9,446,15,312,367,6,451,823400,852900,test
151603391,Subject vehicle ahead - decelerating,8,446,15,312,384,6,451,797400,827000,train
150882743,"Subject vehicle, other",1,445,15,312,375,7,451,156500,186000,train
151856674,Subject vehicle backing,7,444,15,313,354,7,450,652600,682000,train
151545427,Subject vehicle backing,7,442,15,320,447,10,451,88600,117900,train
151598164,Other vehicle ahead - decelerating,4,439,15,325,451,13,451,3672800,3701900,train
142050932,Subject over right edge of road,5,433,15,282,330,0,432,1246000,1274700,train
151568632,"Other vehicle lane change - right, sideswipe threat",2,442,15,318,398,9,450,522600,551900,train
151568993,Other vehicle ahead - decelerating,4,444,15,315,356,8,451,620500,649900,train
150882318,Other vehicle ahead - slowed and stopped 2 seconds or less,4,448,15,304,426,3,450,573200,602800,train
151607770,Other vehicle ahead - decelerating,4,437,15,330,420,15,451,333900,362900,train
151864588,Other vehicle ahead - slowed and stopped 2 seconds or less,4,439,15,326,384,13,451,20900,49900,train
150882298,Other vehicle ahead - decelerating,4,441,15,321,362,11,451,85800,115000,train
150716911,Other vehicle entering intersection - turning onto opposite direction,3,447,15,309,347,5,451,26800,56400,train
151859869,Other vehicle - backing,3,445,15,313,389,7,451,289500,318900,test
151581418,Other vehicle ahead - decelerating,4,449,15,299,412,0,448,1604600,1634300,train
151573023,Other vehicle ahead - decelerating,4,444,15,315,409,8,451,758600,788000,test
142050913,Subject over right edge of road,5,446,15,296,344,0,445,761700,791200,train
143062685,Other vehicle oncoming - over left line,2,440,15,321,362,11,450,686800,716000,train
60631633,Subject vehicle ahead - decelerating,8,449,15,298,380,0,448,441100,470800,train
143062745,Subject over right edge of road,5,438,15,324,391,13,450,157900,187000,test
150717069,Subject over right edge of road,5,449,15,298,364,0,448,1036100,1065800,train
151859886,Other vehicle ahead - decelerating,4,442,15,319,423,10,451,1286600,1315900,train
151859930,Other vehicle ahead - slowed and stopped 2 seconds or less,4,449,15,305,369,3,451,2016200,2045900,test
151607578,Animal approaching roadway,9,438,15,328,345,14,451,265900,294900,train
151609737,Other vehicle lane change - right in front of subject,2,439,15,327,364,13,451,822800,851900,train
151878913,Other vehicle ahead - decelerating,4,448,15,305,373,3,450,647300,676900,test
147332495,Other vehicle ahead - stopped on roadway more than 2 seconds,4,439,15,324,440,12,450,55900,84900,train
151856724,"Other vehicle lane change - right, sideswipe threat",2,450,15,299,328,0,449,1372000,1401800,train
143320632,Other vehicle ahead - decelerating,4,441,15,321,421,10,450,1083700,1112900,test
151606782,Animal in roadway,9,257,15,218,268,56,312,5800,22700,train
143921959,Other vehicle ahead - decelerating,4,446,15,311,413,6,451,1157400,1187000,train
143320724,Other vehicle ahead - decelerating,4,447,15,305,412,3,449,2058300,2087900,train
143309757,Other vehicle ahead - stopped on roadway more than 2 seconds,4,438,15,324,423,12,449,317900,346900,test
144640630,Other vehicle entering intersection - turning same direction,3,445,15,314,370,7,451,276700,306200,test
144044803,Subject over right edge of road,5,447,15,307,369,4,450,14400,44000,test
151598529,Other vehicle lane change - left in front of subject,2,446,15,312,401,6,451,4495400,4524900,train
151570682,Subject over right edge of road,5,444,15,315,355,8,451,1088600,1118000,train
151600667,Other vehicle ahead - slowed and stopped 2 seconds or less,4,439,15,326,445,13,451,405900,435000,validation
151579949,Object in roadway,9,442,15,321,422,10,451,7637700,7667000,train
150716744,Other vehicle ahead - stopped on roadway more than 2 seconds,4,448,15,308,422,4,451,735300,764900,train
151600642,Other vehicle ahead - decelerating,4,440,15,324,433,12,451,626800,655900,train
151606600,Other vehicle - backing,3,443,15,316,387,8,450,1585600,1614900,train
151607573,Other vehicle ahead - slowed and stopped 2 seconds or less,4,449,15,305,403,3,451,1302200,1331900,train
150716912,"Other vehicle lane change - right, sideswipe threat",2,451,15,302,338,1,451,34100,63900,train
142341670,Subject over right edge of road,5,447,15,304,367,3,449,184300,213900,test
60631657,Other vehicle ahead - stopped on roadway more than 2 seconds,4,449,15,300,408,1,449,1003100,1032800,train
151607853,Other vehicle entering intersection - turning onto opposite direction,3,446,15,311,370,6,451,1073400,1102900,train
151864896,Subject in intersection - turning left,1,447,15,309,343,5,451,10400,40000,train
151603232,Other vehicle ahead - decelerating,4,441,15,322,381,11,451,745800,774900,train
151603233,Other vehicle entering intersection - turning onto opposite direction,3,444,15,316,379,8,451,333400,362800,train
151568490,Subject in intersection - passing through,7,450,15,301,330,1,450,140200,170000,train
150714438,Other vehicle ahead - stopped on roadway more than 2 seconds,4,443,15,317,420,9,451,876600,906000,test
151605346,Other vehicle lane change - left in front of subject,2,440,15,322,373,11,450,1190700,1219900,train
150716977,Subject over right edge of road,5,438,15,326,375,13,450,2832900,2861900,test
151859993,Other vehicle entering intersection - left turn across path,3,449,15,305,337,3,451,803200,832900,train
151861944,Other vehicle ahead - stopped on roadway more than 2 seconds,4,445,15,314,405,7,451,235500,265000,train
150714481,Animal in roadway,9,439,15,326,358,13,451,10800,39900,train
